"V1","V2","V3","V4","V5","V6","V7","V8"
0.960807566065341,0.0391924339346588,0.873906990978867,0.126093009021133,0.076054799137637,0.923945200862363,0.452432963997126,0.547567036002874
0.996118421200663,0.00388157879933715,0.826904632151127,0.173095367848873,0.0983186326920986,0.901681367307901,0.846732790349051,0.153267209650949
0.506024509202689,0.493975490797311,0.682896559592336,0.317103440407664,0.484173896024004,0.515826103975996,0.21171089890413,0.78828910109587
0.98579002218321,0.0142099778167903,0.853309223195538,0.146690776804462,0.0240526234265417,0.975947376573458,0.160183328436688,0.839816671563312
0.678556346101686,0.321443653898314,0.595999798271805,0.404000201728195,0.396578941261396,0.603421058738604,0.387662718538195,0.612337281461805
0.12803803361021,0.87196196638979,0.990439709508792,0.00956029049120843,0.583673206623644,0.416326793376356,0.625375883420929,0.374624116579071
0.539600749732926,0.460399250267074,0.0589424851350486,0.941057514864951,0.00111899618059397,0.998881003819406,0.862094102660194,0.137905897339806
0.364244329510257,0.635755670489743,0.279486957006156,0.720513042993844,0.0257897826377302,0.97421021736227,0.360883362125605,0.639116637874395
0.414463997352868,0.585536002647132,0.638507729629055,0.361492270370945,0.0736413637641817,0.926358636235818,0.0725555773824453,0.927444422617555
0.635115959215909,0.364884040784091,0.538179213646799,0.461820786353201,0.574640996754169,0.425359003245831,0.694404988316819,0.305595011683181
0.129691049223766,0.870308950776234,0.907627535518259,0.0923724644817412,0.520118240267038,0.479881759732962,0.496892686700448,0.503107313299552
0.247398502659053,0.752601497340947,0.837802927708253,0.162197072291747,0.741524930112064,0.258475069887936,0.163458592025563,0.836541407974437
0.729189808713272,0.270810191286728,0.0554102002643049,0.944589799735695,0.304095659404993,0.695904340595007,0.592033046064898,0.407966953935102
0.774697230197489,0.225302769802511,0.3998931592796,0.6001068407204,0.574602815555409,0.425397184444591,0.781878987327218,0.218121012672782
0.0269098002463579,0.973090199753642,0.759324610466138,0.240675389533862,0.89173751603812,0.10826248396188,0.0121433530002832,0.987856646999717
0.628649002639577,0.371350997360423,0.768333649495617,0.231666350504383,0.196299243019894,0.803700756980106,0.581927673658356,0.418072326341644
0.0290006471332163,0.970999352866784,0.306385342730209,0.693614657269791,0.801416703965515,0.198583296034485,0.486839252524078,0.513160747475922
0.893254833063111,0.106745166936889,0.972735735820606,0.0272642641793936,0.593384524108842,0.406615475891158,0.296257269801572,0.703742730198428
0.223420067457482,0.776579932542518,0.824250932550058,0.175749067449942,0.780008218483999,0.219991781516001,0.367154246196151,0.632845753803849
0.745872339699417,0.254127660300583,0.113671792438254,0.886328207561746,0.0554978838190436,0.944502116180956,0.854363065678626,0.145636934321374
0.0142495441250503,0.98575045587495,0.341333695221692,0.658666304778308,0.119646864943206,0.880353135056794,0.0625495975837111,0.937450402416289
0.853142125997692,0.146857874002308,0.329232290619984,0.670767709380016,0.497724814340472,0.502275185659528,0.583147156517953,0.416852843482047
0.39126930362545,0.60873069637455,0.361968866549432,0.638031133450568,0.801926142070442,0.198073857929558,0.564331882400438,0.435668117599562
0.147104097995907,0.852895902004093,0.605912590399384,0.394087409600616,0.0414957497268915,0.958504250273108,0.717643437674269,0.282356562325731
0.992113778134808,0.00788622186519206,0.453583943890408,0.546416056109592,0.422445285134017,0.577554714865983,0.141022799070925,0.858977200929075
0.822981419740245,0.177018580259755,0.461091717006639,0.538908282993361,0.237779459916055,0.762220540083945,0.193383792182431,0.806616207817569
0.0968447539489716,0.903155246051028,0.845710823312402,0.154289176687598,0.811731883790344,0.188268116209656,0.408304728101939,0.591695271898061
0.885054856073111,0.114945143926889,0.956143053947017,0.0438569460529834,0.120932125486434,0.879067874513566,0.782049910631031,0.217950089368969
0.776812369236723,0.223187630763277,0.0350434530992061,0.964956546900794,0.807874454418197,0.192125545581803,0.723329952685162,0.276670047314838
0.233538643689826,0.766461356310174,0.0896964040584862,0.910303595941514,0.734546063933522,0.265453936066478,0.472331531578675,0.527668468421325
0.137539062649012,0.862460937350988,0.130359130213037,0.869640869786963,0.302894192514941,0.697105807485059,0.72654274199158,0.27345725800842
0.506755346665159,0.493244653334841,0.878670447506011,0.121329552493989,0.745690857060254,0.254309142939746,0.694714210694656,0.305285789305344
