"opt","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20"
79,0.49447939525577,0.50553877785545,0.499423662513393,0.499662228409913,0.505149499934413,0.509529641284842,0.515916989754142,0.498332296972804,0.508724703973231,0.499112298509821,0.524475713414577,0.509699247821058,0.547190449188861,0.528182807511336,0.137709393329235,0.564046894942589,0.600210837761722,0.214396524196166,0.634720915991899,0.665170629279258
97,0.500999378757464,0.4977487026124,0.50920659911512,0.496571442630956,0.501810972530346,0.491367745040257,0.505500254439122,0.490891357535026,0.515014492135019,0.514324539527458,0.523902494292803,0.520638159728051,0.536063366232078,0.117276493413305,0.549042989461062,0.614208572017007,0.571045432928821,0.692331954183492,0.21789670151172,0.746841623123001
69,0.505021212159045,0.491366999818711,0.507709634212006,0.501171843364791,0.503323240913669,0.502758753332528,0.521241432542083,0.491748068866509,0.516867463704984,0.498600800249405,0.528295713159314,0.507156401199099,0.124876721195542,0.526774856151751,0.591957338879074,0.55504596079365,0.620812031314781,0.205086294415596,0.656416021521218,0.656671146954322
86,0.523184035875478,0.507517270745828,0.499661561502441,0.487007324449579,0.503018911894252,0.494000812381645,0.522382822273636,0.506342927439317,0.51616078607312,0.504251555267206,0.524977206323355,0.0731738888083937,0.53642245895041,0.599766289509159,0.549500378972771,0.663106141975546,0.211953337646109,0.733569320966985,0.618577641287343,0.806728030775892
96,0.511862311551327,0.49361270039391,0.49350591344149,0.510664256953777,0.50641961420153,0.499921470747152,0.497984014477567,0.484091279239814,0.502027563989222,0.508458000191213,0.521542242423235,0.0738356439088325,0.539534223938809,0.610727637525346,0.562009175535667,0.668696854863865,0.585637650029897,0.742018767862334,0.259233565367289,0.797634923821072
20,0.519547358408777,0.493186934655532,0.077922567969395,0.500042591297792,0.541664246147912,0.497699670004141,0.585020214516359,0.491489154144397,0.615102134616011,0.505882921513274,0.619139104556913,0.500272305953937,0.654326735023513,0.527445813247727,0.678585211711729,0.544755660222533,0.70602309522012,0.565719255999041,0.725448559528838,0.186960600849448
70,0.50486170716296,0.501806491878637,0.505664161816523,0.501238261856903,0.513773585100529,0.498862565365381,0.511295036414662,0.498897336921735,0.521896841356705,0.511306096326094,0.536452561093892,0.514659776983736,0.119886254858018,0.520486441327203,0.587547788726049,0.547536250705407,0.621094395806807,0.583264084244983,0.65115390802095,0.263044693446043
57,0.519360049879096,0.481022958916126,0.514027361276321,0.49310125846218,0.510744211861485,0.488531791260548,0.526186957435303,0.515409021031738,0.531089568796642,0.516679593755872,0.125052613386291,0.497607072420517,0.574008700947187,0.114872892475399,0.625166433170619,0.606920575224836,0.660060521378388,0.647532087578479,0.692708630263146,0.708726477489057
77,0.518433062703669,0.506740893601517,0.490228751914976,0.496268287010593,0.506603067129075,0.502547616683841,0.49580165491784,0.514412701052854,0.519701917952021,0.483763520891581,0.528322726384817,0.509041153905564,0.565447188173185,0.113357394084189,0.156081606116238,0.610162793833658,0.608247310142161,0.667524979358081,0.64949350080828,0.734949744970909
87,0.494472815409865,0.49122367652008,0.513954544043393,0.498730660053036,0.500813315556522,0.49588810895456,0.500755887927417,0.517669005831132,0.524516489426651,0.497759209497573,0.507774690774121,0.51302734241605,0.530873729200737,0.115714918399378,0.571230422865342,0.616577567789088,0.1880065975592,0.682783674455943,0.633765776241992,0.743538657126959
59,0.495765220798593,0.492462458749572,0.506950184567036,0.495272624966727,0.507297013554472,0.502742388109852,0.508617496841911,0.492188885364194,0.537489598218052,0.506054337284264,0.113051074649115,0.507407406364548,0.584566339540605,0.525320110911667,0.613850402934421,0.546259599870753,0.645188697099385,0.194856446784722,0.677054689499549,0.641265077460729
49,0.503521693350655,0.498302315638535,0.501976076127846,0.48360901548533,0.507498190460613,0.502956873760049,0.541220228577795,0.491742720420098,0.0983862621410559,0.508953309495327,0.592271401670598,0.520307646774474,0.597852105958896,0.532681864898919,0.644107967902795,0.571812809627694,0.662867280062877,0.186709085737168,0.687265449812408,0.640257005543515
27,0.45653109935868,0.49356460756981,0.516166350670678,0.532921992814871,0.0961625518193316,0.462264886732809,0.586256154141099,0.468607724573631,0.624609509931465,0.501113874019032,0.627636017510667,0.485249528077385,0.665516405818663,0.104898929483349,0.672509154215165,0.61189739408399,0.722675714872732,0.61713123615625,0.749113183287278,0.683720806592572
39,0.497448648836524,0.500378435184033,0.512614534908822,0.502660081632314,0.525910249042421,0.508540952440407,0.0981768565409388,0.485914489061929,0.563916561903593,0.505652575747525,0.597781365335897,0.501025276368172,0.634814180266031,0.527184398798039,0.65320256557583,0.542370405533559,0.683873856644822,0.178971035839971,0.707765867105789,0.645571083719894
76,0.486567613775983,0.49687455623961,0.501880513228984,0.499497390910278,0.513088171409838,0.520539668165006,0.488948950014839,0.521990264115404,0.520998018249079,0.522168901723556,0.530740329220355,0.0809708707401472,0.556431920009411,0.603630775728291,0.182800910074377,0.674146369871486,0.615824976919755,0.719946381384084,0.669341489286726,0.797605428625265
48,0.494385372560017,0.488820592066029,0.546894081842656,0.502853659343655,0.511568539051841,0.502430180932319,0.520456276637384,0.507136316856731,0.109259982431273,0.49295199266336,0.579261161020283,0.501253982207083,0.612125596540386,0.544505908154948,0.653638766610865,0.154989325858589,0.666496917206167,0.625436490803848,0.706037439672295,0.666575721776599
29,0.501733927463901,0.502368506989198,0.542185900051667,0.504684440093115,0.0908997518200566,0.478357950862961,0.581404077945537,0.495992909285736,0.595628665380412,0.53748022711543,0.604442073832933,0.515827139227968,0.649465380871961,0.510578166722426,0.666569934189462,0.549261856310204,0.71888460069905,0.166839962866865,0.727363654807328,0.631808594992185
55,0.522646796485213,0.450472255709189,0.615948920505808,0.540672331999399,0.550052560473743,0.585059314843659,0.520233772597031,0.500452324968616,0.551372215605194,0.0542959343139572,0.181027386233358,0.524549713523715,0.653381423160777,0.61616061203868,0.653284341850514,0.674126566902391,0.683821946927836,0.766053929980109,0.743811809666161,0.846124390262718
26,0.512385274786502,0.432412999821827,0.511266032103449,0.481073516868055,0.0959936862112954,0.491118232579902,0.58992969062645,0.430427344697528,0.636279569184408,0.492737379348837,0.599970109821297,0.0905322870844975,0.665025425865315,0.525397291313857,0.689498959500343,0.643841496217065,0.718921077069826,0.674577182792127,0.761700020474382,0.735089971879497
18,0.527177731303329,0.512401063216737,0.0818640135976514,0.581536068662888,0.548961540259364,0.468983934095807,0.653761623801212,0.51008479786811,0.591206833727263,0.505523269540263,0.614146606892234,0.528298142484643,0.659019125162652,0.535945952678043,0.711002606147844,0.126379071339739,0.732494032231978,0.593287895538026,0.74012996847318,0.641304836399627
19,0.532333760353227,0.510343601685091,0.0844621048484456,0.476886187780774,0.576740701104485,0.494177327175359,0.577540732691959,0.510315023128882,0.604322107121651,0.485035847499227,0.6585174801303,0.494081249191714,0.673798036600818,0.534104884264895,0.672261878738128,0.54456002677935,0.699527081991879,0.150821688360468,0.739908264672738,0.617443789518254
95,0.440512439604404,0.562389632245637,0.533236265724608,0.444714642136789,0.50659638901116,0.516346718104723,0.545674885716984,0.47144509480446,0.556513025606079,0.0497346091841751,0.561229096287722,0.581013836491325,0.578752798351473,0.686272797390207,0.595809836208181,0.713660859224845,0.653447924164444,0.807859600028162,0.396058245360462,0.825204972202069
28,0.514476748172104,0.474169290933435,0.504596096897242,0.506613694483437,0.0915485323949402,0.515833056522458,0.579655421874298,0.503785521997469,0.596453380033997,0.499874730260232,0.611624354524763,0.524580574094979,0.642381524424925,0.535484397751016,0.671584978526,0.129716785050996,0.695771674323271,0.601707548226958,0.7328168605182,0.624556563404058
25,0.639103701556451,0.373680626958958,0.63857027963968,0.378915427747415,0.116628239571583,0.331658935101586,0.617939534422476,0.593646222667303,0.520947881159373,0.0329615684458986,0.701735471957363,0.687945003577624,0.630036601723987,0.627517899221857,0.63941052230075,0.711225577048026,0.669106728877523,0.712411050946685,0.74589246395044,0.806542122649262
75,0.493079478677828,0.440057601381201,0.537094360065217,0.499433951273274,0.524120542050626,0.479526681901636,0.507148204554911,0.504775610940459,0.578796872743764,0.0553624974653268,0.562187500839802,0.572365959797305,0.571020248641547,0.642141163246169,0.286167577226969,0.726852368518639,0.675373675467339,0.754113962493228,0.734016653575684,0.818335682332802
36,0.53707489294636,0.450462457491085,0.542271059233604,0.459188481741698,0.565163444988884,0.433986583735976,0.113628224821807,0.55663168568891,0.62766767726223,0.458005031190313,0.640194398166453,0.0757534832966219,0.588051246084477,0.53514010193417,0.687653253411465,0.630557752168942,0.737285053976471,0.713496567278237,0.730589028723288,0.768514553340515
6,0.148245440019915,0.368822306452785,0.629070000664797,0.485099317195515,0.578457381033028,0.522521871627153,0.63266624865355,0.610072973611144,0.703671983870057,0.459858994232491,0.743741045570156,0.0951941400029076,0.71023598536461,0.597840003281211,0.784508439382383,0.610369470591346,0.853713174001314,0.676108681616218,0.788739544339478,0.719751863371736
47,0.497761667178803,0.500678332182467,0.545456956751977,0.529473928008165,0.508787450863087,0.526189222475002,0.551433486423913,0.510991695151373,0.113632724256354,0.486988898196267,0.589297498069076,0.487862585614919,0.638350136007608,0.111317437979844,0.660218814778369,0.617899181313262,0.693904726820457,0.656512218301866,0.703024713257712,0.702399684093841
66,0.523830197990215,0.500186090252912,0.509568206861233,0.495903101902147,0.495633429226218,0.512890527289522,0.505475195026756,0.470296131725852,0.515601786338429,0.526622505455693,0.582329605196824,0.0869902766112024,0.155318775062664,0.605812107969122,0.61000460015841,0.670380841815851,0.632024325641448,0.722545438664697,0.695506842759197,0.792868416674315
7,0.0835487534292042,0.536476846531566,0.494534333103469,0.548360787711239,0.58097245396514,0.522193503625957,0.660104476427659,0.521905666815915,0.68515588376405,0.350633559622137,0.703844057376097,0.525947291809799,0.663038824511958,0.0966661458568914,0.702229893447033,0.638809371905934,0.742806899634057,0.640596517315134,0.743877745599353,0.654544301637049
10,0.0905663375092316,0.495596476916322,0.582681926282176,0.488347173424302,0.594630372606836,0.541655704907899,0.593328296452919,0.532720883547513,0.625842243241644,0.512461299458443,0.663418299833365,0.513502948974949,0.655166304415763,0.492613809740337,0.696609420252225,0.54238318751551,0.732727035643488,0.550838889588078,0.738944700756016,0.176782435587671
56,0.499663683364021,0.485320428756409,0.502152598860036,0.531583246669585,0.488174314921918,0.47775681609729,0.517143348332397,0.510528288851492,0.553733805456738,0.522612722847905,0.133484645421911,0.0836953079781348,0.60596206216019,0.585629492483445,0.633169905086489,0.639843312038207,0.663929355204547,0.712675744792643,0.720372301949139,0.753553632420096
74,0.69321872171713,0.865706332842819,0.530338049982674,0.590876370144542,0.761571420996916,0.616437189164571,0.53832986211637,0.0274291189271025,0.757492934877519,0.514430634852033,0.286841969937086,0.606721705582459,0.48209864331875,0.844873920199461,0.309919477265794,0.799411550455261,0.615257986995857,0.869883931183722,0.843520219088532,0.929793551622424
9,0.0885913761701949,0.481842868365669,0.541109566406572,0.484399749341838,0.604170736779684,0.541217375771496,0.62957975175874,0.554180326980763,0.632240522937078,0.485718145638961,0.654995185756606,0.536127556606742,0.649652360169345,0.537369941264905,0.699342848668838,0.557097472973039,0.723890143592746,0.156357271163243,0.750847035166326,0.592885139467323
46,0.519515919824667,0.523263461325491,0.506282622347807,0.531763221016864,0.527915977294778,0.519774403519755,0.579923985529912,0.462480597263123,0.11673616624824,0.540909889588227,0.630265975175662,0.078695524047855,0.621987998463861,0.594973459847713,0.647890163765099,0.638844701244448,0.705149517163745,0.719169453717768,0.710219509132064,0.749927555779153
17,0.523454361837235,0.432151581929678,0.0931563676996647,0.543982245640731,0.550750140207942,0.461956650609959,0.662133947140415,0.501682598045782,0.64799713533629,0.530291094692841,0.661706596481197,0.53601787914522,0.638216073925019,0.0962950922089237,0.690569142804873,0.591561377679586,0.726875920590062,0.655603090751499,0.756523766073913,0.677847070313108
45,0.461089410156441,0.566489883886579,0.570186253269919,0.49852853831656,0.552913172600361,0.526082001384706,0.497456907858857,0.506775215447236,0.140419876534277,0.0577316236091205,0.607214673090941,0.611548104493592,0.65639676209181,0.655461240900107,0.68436557374214,0.713756581078857,0.715562859066547,0.743564835785387,0.731469684611791,0.815238647664396
35,0.567913626889802,0.530121920669141,0.583263095002621,0.459865261347861,0.508853875035937,0.589383155210979,0.129622083959273,0.502426179125905,0.66790031567992,0.0538647199411773,0.581320231107788,0.758124404936098,0.693410561251868,0.560213049796099,0.727974710882538,0.799711833488093,0.704546780196122,0.784094679557408,0.730857604222062,0.882441769276435
85,0.504033576227868,0.483362020301418,0.396359100694267,0.512138520363862,0.517974328149397,0.483590680822873,0.535591749621269,0.522599458275363,0.527050264444775,0.0414164885233801,0.511390055948868,0.573226809322547,0.611321490308127,0.658683855194025,0.617009406160707,0.713558844204706,0.291010494150508,0.791828341448966,0.707542675378947,0.86034257788426
8,0.0898126785538071,0.514305045287723,0.529043844091662,0.550127641200864,0.525905412530327,0.517711952156831,0.59522242751804,0.456251912669922,0.624415492067956,0.487164565544975,0.649364399438214,0.504437847420507,0.689578820363663,0.5166195377519,0.699402855567834,0.108875979356179,0.713221349301637,0.608278063070472,0.739022156467573,0.618363541783765
65,0.461047533104514,0.500244293713988,0.548446612682466,0.47215337655507,0.514367120857237,0.518701755186179,0.582996294759895,0.47282421318587,0.610463938743966,0.0527925016528859,0.53595289821941,0.586834959850488,0.224584933512322,0.605890699673626,0.646249078009732,0.725169483418917,0.71104289880931,0.7928414311737,0.755225082070044,0.850544902552828
16,0.496092898904213,0.492237239452412,0.0794995073312228,0.521606067902342,0.598821990873798,0.481541081739124,0.620688809206643,0.505771884295557,0.654335943732544,0.532218898363811,0.681344868606954,0.113556627841068,0.681295275746379,0.574710597358977,0.706309427864783,0.67164961045741,0.771413356880657,0.728919119274776,0.762659580288788,0.729150547970286
15,0.451632490009069,0.397587462374941,0.184754827665165,0.658366817748174,0.638347143214196,0.267077917139977,0.684628858882934,0.365638308692724,0.849205711809918,0.0589893159456551,0.675508382171392,0.435816275654361,0.695913524460048,0.699933261843398,0.765192420361564,0.458904352923855,0.823080368479714,0.796100447652861,0.828534984635189,0.781317991530523
94,0.515055022900924,0.491580732807051,0.201271131285466,0.701870801742189,0.359521957754623,0.449124162958469,0.722880145069212,0.0227591683506034,0.66233530495083,0.616753177542705,0.547549131966662,0.474126657703891,0.865571666101459,0.578318011190277,0.527078653336503,0.766940155182965,0.666362140036654,0.810261698963586,0.542768132931087,0.871750301506836
24,0.50378667039331,0.388596965116449,0.587743759271689,0.543641590396874,0.218146712752059,0.719799473299645,0.672132267267443,0.0287996886763722,0.667285400792025,0.59595462155994,0.570982941659167,0.752376797725447,0.636262393789366,0.673967255977914,0.597123583313078,0.77173274604138,0.751040155300871,0.887354037375189,0.796611520228907,0.704756576451473
63,0.896785331657156,0.409239421598613,0.527325249742717,0.712743991054595,0.213768487563357,0.0175137417390943,0.647154229227453,0.667071245377883,0.97123903199099,0.770787876099348,0.995545242913067,0.523218272952363,0.475861454382539,0.615815841825679,0.711634963750839,0.705774780362844,0.952359505463392,0.723681839415804,0.921746765961871,0.916150632081553
64,0.34440414106939,0.672359012067318,0.198694738559425,0.536086725303903,0.445376669289544,0.436482612043619,0.653269916772842,0.0436960657825693,0.826822866569273,0.52270196552854,0.610476919217035,0.76821541308891,0.410498202778399,0.665149841224775,0.924755265936255,0.707498286268674,0.817690472933464,0.709742664825171,0.740821362356655,0.81295679800678
14,0.319375607650727,0.727476963540539,0.0186204304918647,0.138164770440198,0.486540405778214,0.504255660809577,0.495578077738173,0.0599495760397986,0.617115941946395,0.475241533713415,0.779020314919762,0.826445814804174,0.81009619240649,0.630975963780656,0.796593088423833,0.597217285307124,0.866442000260577,0.874357415363193,0.73256267386023,0.855421915766783
5,0.110881370026618,0.776542622596025,0.714084734441712,0.0316030611284077,0.573654353152961,0.594830487854779,0.491857742657885,0.248823339585215,0.725479382323101,0.113640180323273,0.57459709700197,0.32513896911405,0.839779259404168,0.521780888317153,0.737725934246555,0.459223389159888,0.628617423819378,0.668573318282142,0.673929271288216,0.891666766256094
34,0.0955719761550426,0.312584799248725,0.616277900757268,0.49169663595967,0.304459102684632,0.385697710094973,0.0701152479741722,0.0212718413677067,0.802933456376195,0.74964065849781,0.670048846164718,0.781260153278708,0.902103853179142,0.454633078770712,0.524292728863657,0.690459175035357,0.779478894313797,0.722292802063748,0.70446075568907,0.820179920410737
